TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1569230618363	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230618363305000.png
1569230618821	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230618821395000.png
1569230619277	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230619276860000.png
1569230619711	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230619711594000.png
1569230620144	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230620144256000.png
1569230620577	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230620577110000.png
1569230621018	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230621018431000.png
1569230621468	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230621467825000.png
1569230621914	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230621914622000.png
1569230622346	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230622345959000.png
1569230622793	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230622792957000.png
1569230623243	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230623243078000.png
1569230623683	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230623683296000.png
1569230624127	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230624126908000.png
1569230624564	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230624564138000.png
1569230625005	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230625005120000.png
1569230625435	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230625435066000.png
1569230625874	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230625874205000.png
1569230626329	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230626329455000.png
1569230626758	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230626757936000.png
1569230627184	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230627184337000.png
1569230627610	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230627610275000.png
1569230628036	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230628035866000.png
1569230628461	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230628461689000.png
1569230628874	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230628874655000.png
1569230629303	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230629303739000.png
1569230629723	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230629723153000.png
1569230630134	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230630134353000.png
1569230630552	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230630552489000.png
1569230631017	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230631017473000.png
1569230631442	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230631442511000.png
1569230631861	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230631861581000.png
1569230632289	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230632288483000.png
1569230632702	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230632702089000.png
1569230633115	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230633114843000.png
1569230633539	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230633539093000.png
1569230634015	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230634015674000.png
1569230634430	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230634430542000.png
1569230634848	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230634848411000.png
1569230635264	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230635264174000.png
1569230635672	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230635672659000.png
1569230636092	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230636092642000.png
1569230636509	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230636509414000.png
1569230636926	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230636926533000.png
1569230637338	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230637338480000.png
1569230637772	-0.001641	0.002324	0.130885	0.999992	0.000171	-0.004079	0.000007	0.000000	0.000000	0.000000	0	0	0.000000	0.000000	img__0_1569230637771834000.png
