TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1569333641269	23.815321	-63.987556	0.126218	0.855056	-0.001276	-0.000202	-0.518535	1.000000	-0.060000	0.000000	1	0	6607.116211	7.918892	img__0_1569333641269057000.png
1569333641433	24.171455	-64.713219	0.127381	0.849684	-0.001814	-0.001049	-0.527288	1.000000	-0.080000	0.000000	1	0	6942.598145	8.419574	img__0_1569333641433565000.png
1569333641617	24.525829	-65.493042	0.128431	0.842320	-0.002399	-0.001741	-0.538970	0.000000	-0.290000	0.000000	1	0	5707.836426	8.777061	img__0_1569333641617562000.png
1569333641774	24.846298	-66.310158	0.129032	0.829472	-0.003003	-0.001929	-0.558537	0.000000	-0.290000	0.000000	1	0	4705.802246	8.667712	img__0_1569333641774007000.png
1569333641922	25.104052	-67.125153	0.128827	0.810881	-0.003342	-0.001397	-0.585200	0.000000	-0.290000	0.000000	1	0	3891.000732	8.239162	img__0_1569333641922146000.png
1569333642059	25.287889	-67.910522	0.127828	0.788343	-0.003226	-0.000281	-0.615227	0.000000	-0.290000	0.000000	1	0	3224.811523	7.652942	img__0_1569333642059376000.png
1569333642195	25.398172	-68.647964	0.126281	0.763130	-0.002643	0.001122	-0.646239	1.000000	-0.290000	0.000000	1	0	3192.327148	7.022913	img__0_1569333642195555000.png
1569333642316	25.447012	-69.332596	0.124561	0.739408	-0.001727	0.002450	-0.673250	1.000000	0.000000	0.000000	1	0	3503.838623	6.546373	img__0_1569333642315898000.png
1569333642430	25.469492	-69.978027	0.123124	0.724600	-0.000552	0.003142	-0.689162	1.000000	0.000000	0.000000	1	0	3804.500000	6.315118	img__0_1569333642430196000.png
1569333642548	25.487421	-70.606094	0.122218	0.718849	0.000473	0.003266	-0.695158	1.000000	-0.010000	0.000000	1	0	4098.266113	6.219366	img__0_1569333642548537000.png
1569333642677	25.491611	-71.225899	0.121880	0.711986	0.001115	0.003060	-0.702186	1.000000	-0.200000	0.000000	1	0	4377.961426	6.150347	img__0_1569333642677000000.png
1569333642793	25.477793	-71.839668	0.121974	0.704271	0.001174	0.002894	-0.709924	1.000000	-0.200000	0.000000	1	0	4639.302246	6.120798	img__0_1569333642793721000.png
1569333642905	25.438671	-72.450783	0.122423	0.691083	0.001058	0.002476	-0.722771	1.000000	-0.200000	0.000000	1	0	4883.350098	6.131457	img__0_1569333642904892000.png
1569333643036	25.380234	-73.062691	0.123091	0.679256	0.000604	0.002132	-0.733898	1.000000	-0.200000	0.000000	1	0	5140.812500	6.189737	img__0_1569333643036536000.png
1569333643152	25.293348	-73.679352	0.123896	0.663789	0.000119	0.001657	-0.747918	1.000000	-0.200000	0.000000	1	0	5428.278320	6.314727	img__0_1569333643152734000.png
1569333643263	25.182617	-74.308044	0.124758	0.650205	-0.000491	0.001249	-0.759757	1.000000	-0.200000	0.000000	1	0	5747.586426	6.555170	img__0_1569333643263408000.png
1569333643379	25.038368	-74.961075	0.125701	0.634029	-0.001133	0.000779	-0.773308	1.000000	-0.200000	0.000000	1	0	6079.478516	6.999592	img__0_1569333643379067000.png
1569333643504	24.857401	-75.655899	0.126760	0.617896	-0.001888	0.000292	-0.786258	1.000000	-0.200000	0.000000	1	0	6407.856445	7.533669	img__0_1569333643504490000.png
1569333643624	24.638964	-76.394958	0.127839	0.602228	-0.002636	-0.000230	-0.798319	1.000000	0.000000	0.000000	1	0	6737.903809	8.048141	img__0_1569333643623893000.png
1569333643751	24.398222	-77.180016	0.128809	0.594335	-0.003246	-0.000802	-0.804210	0.000000	0.000000	0.000000	1	0	6522.672363	8.549685	img__0_1569333643751160000.png
1569333643883	24.136055	-78.005600	0.129550	0.590289	-0.003652	-0.001325	-0.807182	0.000000	-0.130000	0.000000	1	0	5366.044922	8.792119	img__0_1569333643883425000.png
1569333644014	23.854179	-78.833046	0.129662	0.584086	-0.003656	-0.001461	-0.811682	0.000000	-0.150000	0.000000	1	0	4428.922852	8.555002	img__0_1569333644014399000.png
1569333644143	23.555634	-79.619156	0.128895	0.571209	-0.003160	-0.000961	-0.820798	0.000000	-0.160000	0.000000	1	0	3665.194092	8.068707	img__0_1569333644143823000.png
1569333644279	23.243876	-80.341911	0.127398	0.554257	-0.002227	0.000044	-0.832343	0.000000	-0.390000	0.000000	1	0	3040.783447	7.423901	img__0_1569333644279445000.png
1569333644406	22.910038	-80.980919	0.125481	0.528162	-0.001040	0.001380	-0.849142	1.000000	-0.390000	0.000000	1	0	3308.319824	6.774794	img__0_1569333644406013000.png
1569333644539	22.550713	-81.539429	0.123623	0.495804	0.000163	0.002667	-0.868430	1.000000	-0.390000	0.000000	1	0	3616.323486	6.363456	img__0_1569333644539420000.png
1569333644674	22.163202	-82.039841	0.122279	0.460141	0.001204	0.003388	-0.887839	1.000000	-0.390000	0.000000	1	0	3912.968262	6.216902	img__0_1569333644673884000.png
1569333644823	21.754902	-82.506187	0.121576	0.427640	0.001871	0.003604	-0.903940	1.000000	-0.190000	0.000000	1	0	4203.323730	6.129940	img__0_1569333644823830000.png
1569333644977	21.330761	-82.947578	0.121490	0.399927	0.002178	0.003258	-0.916538	1.000000	0.000000	0.000000	1	0	4475.546387	6.093614	img__0_1569333644977147000.png
1569333645121	20.902901	-83.381111	0.121854	0.387576	0.002021	0.002870	-0.921831	1.000000	-0.010000	0.000000	1	0	4729.948242	6.094478	img__0_1569333645121685000.png
1569333645281	20.464766	-83.805801	0.122543	0.378013	0.001677	0.002164	-0.925796	1.000000	-0.060000	0.000000	1	0	4973.804688	6.129491	img__0_1569333645280954000.png
1569333645441	20.019863	-84.230156	0.123383	0.373919	0.001108	0.001626	-0.927459	1.000000	-0.060000	0.000000	1	0	5242.038086	6.207501	img__0_1569333645440992000.png
1569333645592	19.559649	-84.652885	0.124291	0.366429	0.000496	0.001040	-0.930445	1.000000	0.000000	0.000000	1	0	5541.363770	6.358797	img__0_1569333645592384000.png
1569333645748	19.085966	-85.088943	0.125210	0.364282	-0.000177	0.000570	-0.931289	1.000000	0.000000	0.000000	1	0	5870.752930	6.651367	img__0_1569333645748188000.png
1569333645897	18.582548	-85.547188	0.126201	0.361739	-0.000917	0.000095	-0.932279	1.000000	-0.020000	0.000000	1	0	6200.080078	7.166973	img__0_1569333645897452000.png
1569333646048	18.034042	-86.035507	0.127285	0.357779	-0.001790	-0.000258	-0.933804	1.000000	-0.140000	0.000000	1	0	6528.284180	7.704003	img__0_1569333646048521000.png
1569333646200	17.433369	-86.545174	0.128334	0.347893	-0.002667	-0.000507	-0.937530	1.000000	0.000000	0.000000	1	0	6860.481934	8.225888	img__0_1569333646200140000.png
1569333646355	16.792772	-87.085526	0.129229	0.343096	-0.003411	-0.000729	-0.939294	0.000000	0.000000	0.000000	1	0	5639.606934	8.614938	img__0_1569333646355825000.png
1569333646505	16.128778	-87.635895	0.129657	0.339673	-0.003767	-0.000817	-0.940536	0.000000	-0.140000	0.000000	1	0	4649.244141	8.532825	img__0_1569333646505671000.png
1569333646661	15.466650	-88.154472	0.129238	0.329866	-0.003455	-0.000559	-0.944021	0.000000	-0.180000	0.000000	1	0	3844.229248	8.116676	img__0_1569333646660896000.png
1569333646812	14.828047	-88.626518	0.128016	0.315944	-0.002486	-0.000042	-0.948775	1.000000	0.000000	0.000000	1	0	3761.826416	7.571084	img__0_1569333646812754000.png
1569333646972	14.227509	-89.063591	0.126337	0.310322	-0.001111	0.000490	-0.950631	1.000000	0.000000	0.000000	1	0	4066.622803	7.187988	img__0_1569333646972439000.png
1569333647126	13.646708	-89.478630	0.124765	0.305929	0.000245	0.000750	-0.952054	1.000000	0.000000	0.000000	1	0	4351.339355	7.045164	img__0_1569333647126236000.png
1569333647279	13.079277	-89.891212	0.123602	0.307801	0.001270	0.000847	-0.951449	1.000000	0.210000	0.000000	1	0	4616.414551	6.952467	img__0_1569333647279730000.png
1569333647426	12.526582	-90.309586	0.122911	0.313629	0.001970	0.000612	-0.949543	1.000000	0.220000	0.000000	1	0	4863.853027	6.890924	img__0_1569333647426413000.png
